feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Faecalibacterium_prausnitzii	age_at_collection	age_at_collection	0.00968682201308946	0.000499672388409963	785	546	2.79639897157513e-68	1.48768425287797e-65
Anaerostipes_hadrus	age_at_collection	age_at_collection	0.00711172777860241	0.000459311573129371	785	521	3.34525236098047e-47	8.89837128020806e-45
Alistipes_finegoldii	age_at_collection	age_at_collection	0.00546815590302082	0.000402119722401471	785	210	8.79738133472071e-38	1.56006895669047e-35
Eubacterium_rectale	age_at_collection	age_at_collection	0.00704726849891161	0.000528693706500259	785	323	1.49896733365367e-36	1.99362655375938e-34
Odoribacter_splanchnicus	age_at_collection	age_at_collection	0.00505045131308613	0.000386360811020062	785	169	2.73101854849052e-35	2.90580373559391e-33
Fusicatenibacter_saccharivorans	age_at_collection	age_at_collection	0.00594576196552022	0.000472649352825536	785	399	4.38916871674002e-33	3.89172959550948e-31
Alistipes_putredinis	age_at_collection	age_at_collection	0.00514993704510284	0.000416070112516392	785	146	3.80909140823236e-32	2.89490947025659e-30
Eubacterium_hallii	age_at_collection	age_at_collection	0.00481086056812833	0.000389633479753597	785	330	4.56692236020367e-32	3.03700336953544e-30
Roseburia_inulinivorans	age_at_collection	age_at_collection	0.00596788614681104	0.000489268859422609	785	362	2.19385780458459e-31	1.29681372448778e-29
Dorea_longicatena	age_at_collection	age_at_collection	0.00414954471660827	0.000359146378003841	785	295	1.70799203582603e-28	9.08651763059448e-27
Escherichia_coli	age_at_collection	age_at_collection	-0.00593776333758429	0.000517381884590578	785	579	3.31922051373888e-28	1.50457470842917e-26
Blautia_wexlerae	age_at_collection	age_at_collection	0.00529008241973398	0.000461246876787529	785	549	3.39377753781016e-28	1.50457470842917e-26
Ruminococcus_lactaris	age_at_collection	age_at_collection	0.00431802766174815	0.000382888190806279	785	199	2.42226485503045e-27	9.91265309904768e-26
Intestinimonas_butyriciproducens	age_at_collection	age_at_collection	0.00308782626445987	0.000275617048758943	785	172	4.39393922761529e-27	1.66969690649381e-25
Ruminococcus_bromii	age_at_collection	age_at_collection	0.00565105772907564	0.0005183786102727	785	306	8.10166055563318e-26	2.72400073191416e-24
Barnesiella_intestinihominis	age_at_collection	age_at_collection	0.00406542420189815	0.000372471437647774	785	137	8.19248340425312e-26	2.72400073191416e-24
Eubacterium_eligens	age_at_collection	age_at_collection	0.00512684110440903	0.000475711572699151	785	324	2.75606635695865e-25	8.62486648177649e-24
Roseburia_intestinalis	age_at_collection	age_at_collection	0.00539584103449493	0.000523507081348724	785	348	2.06191589035141e-23	6.09410696481638e-22
Roseburia_faecis	age_at_collection	age_at_collection	0.00557947187137261	0.000544823270669629	785	327	3.72441260839845e-23	1.04283553035156e-21
Ruminococcus_bicirculans	age_at_collection	age_at_collection	0.00371150485146179	0.0003721471650628	785	206	4.24546732425401e-22	1.12929430825157e-20
Ruthenibacterium_lactatiformans	age_at_collection	age_at_collection	0.00363067671254758	0.000377012087751775	785	354	8.66052194117829e-21	2.19399889176517e-19
Dorea_formicigenerans	age_at_collection	age_at_collection	0.00257310127553557	0.000269583202718731	785	214	1.79682130372884e-20	4.34504060719884e-19
Bacteroides_ovatus	age_at_collection	age_at_collection	0.00488166564878253	0.000511904115548727	785	337	2.43469594513463e-20	5.63155757744183e-19
Akkermansia_muciniphila	age_at_collection	age_at_collection	0.00512114313662819	0.000548741436894579	785	342	1.10257687401843e-19	2.44404540407418e-18
Agathobaculum_butyriciproducens	age_at_collection	age_at_collection	0.00252457109391874	0.000271028515002525	785	233	1.26582345344427e-19	2.69367230892941e-18
Dialister_invisus	age_at_collection	age_at_collection	0.0032635891654728	0.000351392335242379	785	224	1.62224753901981e-19	3.31936804137901e-18
Gemmiger_formicilis	age_at_collection	age_at_collection	0.00211901738031413	0.000229281731346982	785	178	2.4353011939215e-19	4.79844531543051e-18
Eubacterium_siraeum	age_at_collection	age_at_collection	0.00255141371870714	0.000282951934750749	785	120	1.54640629017679e-18	2.9381719513359e-17
Roseburia_hominis	age_at_collection	age_at_collection	0.00334094508200879	0.000374852396638844	785	243	3.58716298000755e-18	6.58058863918627e-17
Coprococcus_comes	age_at_collection	age_at_collection	0.00261814735177666	0.000294668000034722	785	165	4.87275259729622e-18	8.64101460587197e-17
Bacteroides_uniformis	age_at_collection	age_at_collection	0.00531477468393106	0.000598019125194242	785	486	5.10170513496672e-18	8.75518429613643e-17
Bacteroides_thetaiotaomicron	age_at_collection	age_at_collection	0.00397090488257085	0.000458396285751485	785	223	3.10551073081972e-17	5.16291158998779e-16
Bacteroides_vulgatus	age_at_collection	age_at_collection	0.00509818629365958	0.000597692065258075	785	515	8.97767408012456e-17	1.44730988200796e-15
Bacteroides_fragilis	age_at_collection	age_at_collection	0.00502183680163089	0.000598368727389998	785	454	2.56947542704485e-16	4.02047331525842e-15
Gordonibacter_pamelaeae	country	EST	-2.16431913333524	0.247741775701944	785	283	6.35674393936156e-16	9.66225078782957e-15
Enterococcus_faecalis	age_at_collection	age_at_collection	-0.00275610978073801	0.000346332444668998	785	135	6.2820583891856e-15	9.28348628624095e-14
Bacteroides_caccae	age_at_collection	age_at_collection	0.00362268333738018	0.000455441025154911	785	215	7.36527462328832e-15	1.05900705394308e-13
Flavonifractor_plautii	age_at_collection	age_at_collection	0.00348929769282986	0.000447100165330849	785	578	1.97657667164428e-14	2.76720734030199e-13
Veillonella_parvula	age_at_collection	age_at_collection	-0.00376118770878341	0.000493812154566801	785	383	7.84751798725602e-14	1.07048194082569e-12
Eggerthella_lenta	country	EST	-2.97631758878028	0.374498576047972	785	453	9.53582752281499e-14	1.26826506053439e-12
Gordonibacter_pamelaeae	country	FIN	-1.83398909180743	0.235939628025477	785	283	5.56897699809716e-13	7.22608722679924e-12
Bifidobacterium_bifidum	country	FIN	-4.32109245810038	0.560421662167507	785	469	8.01591474678503e-13	1.01534920125944e-11
Blautia_obeum	age_at_collection	age_at_collection	0.00204124060020814	0.000283441843648004	785	157	1.4337905696473e-12	1.77389903035433e-11
Klebsiella_pneumoniae	age_at_collection	age_at_collection	-0.00254252001109342	0.00035880863243435	785	156	3.13131349064851e-12	3.78604267505684e-11
Eubacterium_sp_CAG_180	age_at_collection	age_at_collection	0.00223776767174608	0.000327248337572653	785	100	1.64698658395617e-11	1.94710413925485e-10
Ruminococcus_torques	age_at_collection	age_at_collection	0.00278187594786428	0.000412638326041974	785	271	3.1209604320528e-11	3.60945858663498e-10
Parabacteroides_distasonis	age_at_collection	age_at_collection	0.00336808828117118	0.00051375916789024	785	343	1.07264604531669e-10	1.21414403427336e-09
Bacteroides_xylanisolvens	age_at_collection	age_at_collection	0.00223423771978774	0.000348502805332598	785	149	2.66970330870875e-10	2.9589211671522e-09
Streptococcus_thermophilus	age_at_collection	age_at_collection	0.00216952113351106	0.000353913553306915	785	187	1.40711461158796e-09	1.52772443543835e-08
Sellimonas_intestinalis	age_at_collection	age_at_collection	0.00167300264366574	0.000277803873215098	785	195	2.69982168272208e-09	2.87261027041629e-08
Eggerthella_lenta	country	FIN	-2.22126878087464	0.360413787383666	785	453	4.19527551384224e-09	4.37624818306681e-08
Clostridium_symbiosum	age_at_collection	age_at_collection	0.00179853347262583	0.000305554830250497	785	202	5.9849593154826e-09	6.1230737612245e-08
Collinsella_aerofaciens	age_at_collection	age_at_collection	0.00272807149284869	0.000468551842002813	785	351	8.79603446782238e-09	8.82922705071982e-08
Bifidobacterium_breve	age_at_collection	age_at_collection	-0.00294752721018043	0.000508147478792839	785	362	9.80290182557053e-09	9.65767365037689e-08
Lactococcus_lactis	country	FIN	-1.47068326569628	0.24960447403443	785	158	1.95536742858555e-08	1.89137358546821e-07
Blautia_wexlerae	Exclusive_breast_feeding	TRUE	1.84432672747235	0.323611007533208	785	549	2.94556440103922e-08	2.79828618098726e-07
Parasutterella_excrementihominis	age_at_collection	age_at_collection	0.00183380948604512	0.000329255837458795	785	126	3.60661125806622e-08	3.36617050752847e-07
Veillonella_parvula	country	FIN	2.43958860768072	0.423245175780253	785	383	4.25915482619212e-08	3.90667304747278e-07
Agathobaculum_butyriciproducens	country	FIN	-1.08445595697271	0.198442490912183	785	233	1.43522309007684e-07	1.29413336257776e-06
Lactococcus_lactis	country	EST	-1.4532703432444	0.268692646041888	785	158	1.60412061036497e-07	1.42232027452361e-06
Eubacterium_sp_CAG_38	age_at_collection	age_at_collection	0.00234837634939601	0.000450711693899533	785	245	2.42499406279381e-07	2.11491285476444e-06
Enterococcus_faecalis	country	FIN	-1.30594288825145	0.246005321272671	785	135	3.86769596219422e-07	3.31873266433439e-06
Ruminococcus_torques	country	FIN	-1.85615990517501	0.357096290952524	785	271	5.56859416743589e-07	4.70236840805697e-06
Bifidobacterium_bifidum	country	EST	-2.9561968166883	0.580113748133338	785	469	7.70286508833956e-07	6.40300660468226e-06
Haemophilus_parainfluenzae	country	FIN	1.38134758729198	0.267761584216182	785	380	8.09231839764867e-07	6.62325136546014e-06
Prevotella_copri	age_at_collection	age_at_collection	0.00216369098210764	0.000436122890372528	785	179	8.85556731581089e-07	7.13812395759302e-06
Parabacteroides_merdae	age_at_collection	age_at_collection	0.00199122722048552	0.00040219522094897	785	160	9.27671642350806e-07	7.36598975717356e-06
Veillonella_parvula	country	EST	2.06695244762681	0.443665918604059	785	383	5.97814226059488e-06	4.67701718034776e-05
Bacteroides_dorei	country	FIN	3.11665783619066	0.681295878517716	785	269	8.56151986136537e-06	6.60105589311069e-05
Veillonella_atypica	age_at_collection	age_at_collection	-0.00163426956931352	0.00036646486861502	785	247	9.44594852991097e-06	7.17892088273234e-05
Clostridium_bolteae	age_at_collection	age_at_collection	0.00137086240730203	0.000307955764874956	785	231	9.79522833486643e-06	7.33952320302668e-05
Bifidobacterium_dentium	age_at_collection	age_at_collection	-0.0015197902912667	0.000351420157250768	785	174	1.73294531789263e-05	0.000128045404044289
Bifidobacterium_dentium	country	EST	-1.33192803483009	0.316245295793841	785	174	3.7287580258915e-05	0.000271739625996476
Clostridium_clostridioforme	age_at_collection	age_at_collection	0.00116638097199098	0.000283982888003798	785	155	4.44805743755498e-05	0.000319779264429628
Bifidobacterium_dentium	country	FIN	-1.24116393346987	0.301749094291401	785	174	5.94672927876963e-05	0.000421821330174059
Clostridium_innocuum	Exclusive_breast_feeding	TRUE	1.05513144325538	0.269242811597193	785	299	0.000105690589175077	0.000739834124225538
Faecalibacterium_prausnitzii	Exclusive_breast_feeding	TRUE	1.39982170987776	0.357979506419293	785	546	0.00011273495336989	0.000778896041464692
Lachnospira_pectinoschiza	age_at_collection	age_at_collection	0.00158569931357527	0.000412842711916424	785	168	0.000132713269708658	0.000905172557500077
Veillonella_dispar	Exclusive_breast_feeding	TRUE	0.860345288503551	0.223853640238344	785	276	0.000148822393072426	0.00100219636853836
Bifidobacterium_bifidum	age_at_collection	age_at_collection	-0.00218453846623064	0.00057393564433981	785	469	0.000152898215266482	0.00101677313152211
Parabacteroides_merdae	country	EST	1.85100391769854	0.488925497065828	785	160	0.000198673675879436	0.00130486908108469
Coprococcus_comes	country	FIN	-1.05008090886073	0.276041406509067	785	165	0.000203209115655017	0.00131838109181059
Enterococcus_faecalis	country	EST	-0.986247911963964	0.264520352441125	785	135	0.000250471995435147	0.00160543495869275
Ruminococcus_gnavus	Exclusive_breast_feeding	TRUE	1.34862773685958	0.366160684948704	785	578	0.000270080808175091	0.00171051178510891
Erysipelatoclostridium_ramosum	Exclusive_breast_feeding	TRUE	1.16831089891011	0.32681763997311	785	401	0.000400247774507755	0.00250508018868383
Parasutterella_excrementihominis	country	FIN	1.20938233020367	0.342541163081436	785	126	0.000522520185135599	0.00323233416851324
Bacteroides_dorei	age_at_collection	age_at_collection	0.00175426525450858	0.000504411718488581	785	269	0.000538005871256843	0.00328987498285794
Veillonella_dispar	age_at_collection	age_at_collection	-0.0010906681119868	0.00031560273431296	785	276	0.000579177984088444	0.00350139417653468
Intestinibacter_bartlettii	delivery	vaginal	-1.07207210989538	0.306913845130376	785	304	0.000597570324135486	0.00357199339820313
Collinsella_aerofaciens	country	FIN	-1.80526349762618	0.518803607390986	785	351	0.000625143907875548	0.00369529509988657
Bacteroides_vulgatus	country	EST	2.46354172669178	0.7168464851201	785	515	0.000701934548661865	0.00410361736140783
Dorea_longicatena	country	FIN	-1.17340816448001	0.342046424555988	785	295	0.000746914537215316	0.0043191144978103
Clostridium_symbiosum	Exclusive_breast_feeding	TRUE	0.786041859194254	0.232418001085358	785	202	0.00079770527240387	0.00456321725719203
Intestinibacter_bartlettii	abx_first_year	TRUE	-0.681473408030786	0.200703651185791	785	304	0.000839909395820292	0.00475352977208931
Bifidobacterium_pseudocatenulatum	age_at_collection	age_at_collection	0.00165553796467466	0.000494694831373605	785	288	0.000861241147419103	0.00482295042554698
Haemophilus_parainfluenzae	country	EST	0.967792376106069	0.287567322259668	785	380	0.000923680912488349	0.00511873172337293
Dorea_formicigenerans	country	FIN	-0.697460945053436	0.210075001256232	785	214	0.00111918162165108	0.00613819198678734
Flavonifractor_plautii	Exclusive_breast_feeding	TRUE	1.00488535241946	0.309935152938859	785	578	0.0013257183801612	0.00719675692087511
Clostridium_bolteae	Exclusive_breast_feeding	TRUE	0.662464115118057	0.204534822600907	785	231	0.00136716610720365	0.00734679160638731
Clostridium_bolteae	country	FIN	0.74374930895947	0.228857885118941	785	231	0.00144034431431295	0.00766263175214488
Erysipelatoclostridium_ramosum	age_at_collection	age_at_collection	-0.00140766484521045	0.000443593973856601	785	401	0.00156846290078201	0.00826160656649533
Hungatella_hathewayi	age_at_collection	age_at_collection	0.00106453669426669	0.000336662580725491	785	240	0.00162921947677713	0.00841499768587799
Veillonella_atypica	Exclusive_breast_feeding	TRUE	0.790466093129159	0.247925289384731	785	247	0.00161597651019484	0.00841499768587799
Bacteroides_stercoris	age_at_collection	age_at_collection	0.00115986932441607	0.000368668413420214	785	125	0.00172538576712587	0.00882601180875925
Agathobaculum_butyriciproducens	country	EST	-0.671923719084582	0.212334211320288	785	233	0.00175079361025523	0.00887068762529318
